2025-04-26 15:50:46.352 | ERROR    | extractor.consumer:worker:167 - [ERROR at ATTEMPT 2/3] Worker 4 got error: HTTPSConnectionPool(host='generativelanguage.googleapis.com', port=443): Max retries exceeded with url: /v1beta/models/gemini-2.0-flash-lite:generateContent (Caused by NameResolutionError("<urllib3.connection.HTTPSConnection object at 0x000001FBF68C65F0>: Failed to resolve 'generativelanguage.googleapis.com' ([Errno 11001] getaddrinfo failed)")) | Text: here , prisoners were tortured . | Trigger: ['tortured']
2025-04-26 15:50:46.753 | ERROR    | extractor.consumer:worker:167 - [ERROR at ATTEMPT 1/3] Worker 4 got error: HTTPSConnectionPool(host='generativelanguage.googleapis.com', port=443): Max retries exceeded with url: /v1beta/models/gemini-2.0-flash-lite:generateContent (Caused by NameResolutionError("<urllib3.connection.HTTPSConnection object at 0x000001FBF677D030>: Failed to resolve 'generativelanguage.googleapis.com' ([Errno 11001] getaddrinfo failed)")) | Text: the united states quickly became the southeast asian country's main weapons supplier , and annual arms sales peaked at us $ 400 million in the 1980s . | Trigger: ['sales']
2025-04-26 15:50:46.756 | ERROR    | extractor.consumer:worker:167 - [ERROR at ATTEMPT 3/3] Worker 2 got error: HTTPSConnectionPool(host='generativelanguage.googleapis.com', port=443): Max retries exceeded with url: /v1beta/models/gemini-2.0-flash-lite:generateContent (Caused by NameResolutionError("<urllib3.connection.HTTPSConnection object at 0x000001FBF5AEC880>: Failed to resolve 'generativelanguage.googleapis.com' ([Errno 11001] getaddrinfo failed)")) | Text: now the nut of the question should be , what if iran gives , sells , provides nuclear weapons to islamic extremists to smuggle into the united states and at 10 am on a wednesday pop 2 or 3 in new york city , destroying wall street , the large banks , the large insurance companies , the large sock brokerage houses and many other world wide financial institutions . | Trigger: ['gives', 'sells', 'provides', 'smuggle', 'destroying']
2025-04-26 15:50:46.759 | ERROR    | extractor.consumer:worker:167 - [ERROR at ATTEMPT 1/3] Worker 1 got error: HTTPSConnectionPool(host='generativelanguage.googleapis.com', port=443): Max retries exceeded with url: /v1beta/models/gemini-2.0-flash-lite:generateContent (Caused by NameResolutionError("<urllib3.connection.HTTPSConnection object at 0x000001FBF5AED720>: Failed to resolve 'generativelanguage.googleapis.com' ([Errno 11001] getaddrinfo failed)")) | Text: if i give him shares in my corporation in feb 2004 of my s corporation making him 30 % shareholder , and i finally distributed profit this year , will the creditors attempt to that take money from him in 2005 ? | Trigger: ['give', 'take']
2025-04-26 15:50:46.762 | ERROR    | extractor.consumer:worker:167 - [ERROR at ATTEMPT 2/3] Worker 3 got error: HTTPSConnectionPool(host='generativelanguage.googleapis.com', port=443): Max retries exceeded with url: /v1beta/models/gemini-2.0-flash-lite:generateContent (Caused by NameResolutionError("<urllib3.connection.HTTPSConnection object at 0x000001FBF5E47C10>: Failed to resolve 'generativelanguage.googleapis.com' ([Errno 11001] getaddrinfo failed)")) | Text: watching a stock drop after hours , open lower , and close even lower than that makes me wonder just who's selling : a runup usually builds on a gradual crescendo of greater-fool theory-- everyone thinks they can always sell to someone dumber-- and ends when the greatest fool yet gets sick of the whole thing and bails . | Trigger: ['sell']
2025-04-26 15:50:46.762 | ERROR    | extractor.consumer:worker:171 - [FAIL] Worker 0 cannot extract event list after 3 attempts. | Text: the united states quickly became the southeast asian country's main weapons supplier , and annual arms sales peaked at us $ 400 million in the 1980s . | Trigger: ['sales']
2025-04-26 15:50:46.766 | ERROR    | extractor.consumer:worker:167 - [ERROR at ATTEMPT 2/3] Worker 4 got error: HTTPSConnectionPool(host='generativelanguage.googleapis.com', port=443): Max retries exceeded with url: /v1beta/models/gemini-2.0-flash-lite:generateContent (Caused by NameResolutionError("<urllib3.connection.HTTPSConnection object at 0x000001FBF7D67EE0>: Failed to resolve 'generativelanguage.googleapis.com' ([Errno 11001] getaddrinfo failed)")) | Text: the united states quickly became the southeast asian country's main weapons supplier , and annual arms sales peaked at us $ 400 million in the 1980s . | Trigger: ['sales']
2025-04-26 15:50:46.766 | ERROR    | extractor.consumer:worker:171 - [FAIL] Worker 2 cannot extract event list after 3 attempts. | Text: now the nut of the question should be , what if iran gives , sells , provides nuclear weapons to islamic extremists to smuggle into the united states and at 10 am on a wednesday pop 2 or 3 in new york city , destroying wall street , the large banks , the large insurance companies , the large sock brokerage houses and many other world wide financial institutions . | Trigger: ['gives', 'sells', 'provides', 'smuggle', 'destroying']
2025-04-26 15:50:46.770 | ERROR    | extractor.consumer:worker:167 - [ERROR at ATTEMPT 2/3] Worker 1 got error: HTTPSConnectionPool(host='generativelanguage.googleapis.com', port=443): Max retries exceeded with url: /v1beta/models/gemini-2.0-flash-lite:generateContent (Caused by NameResolutionError("<urllib3.connection.HTTPSConnection object at 0x000001FBF5A8F0A0>: Failed to resolve 'generativelanguage.googleapis.com' ([Errno 11001] getaddrinfo failed)")) | Text: if i give him shares in my corporation in feb 2004 of my s corporation making him 30 % shareholder , and i finally distributed profit this year , will the creditors attempt to that take money from him in 2005 ? | Trigger: ['give', 'take']
2025-04-26 15:50:46.773 | ERROR    | extractor.consumer:worker:167 - [ERROR at ATTEMPT 3/3] Worker 3 got error: HTTPSConnectionPool(host='generativelanguage.googleapis.com', port=443): Max retries exceeded with url: /v1beta/models/gemini-2.0-flash-lite:generateContent (Caused by NameResolutionError("<urllib3.connection.HTTPSConnection object at 0x000001FBF7D67AF0>: Failed to resolve 'generativelanguage.googleapis.com' ([Errno 11001] getaddrinfo failed)")) | Text: watching a stock drop after hours , open lower , and close even lower than that makes me wonder just who's selling : a runup usually builds on a gradual crescendo of greater-fool theory-- everyone thinks they can always sell to someone dumber-- and ends when the greatest fool yet gets sick of the whole thing and bails . | Trigger: ['sell']
2025-04-26 15:50:46.776 | ERROR    | extractor.consumer:worker:167 - [ERROR at ATTEMPT 1/3] Worker 0 got error: HTTPSConnectionPool(host='generativelanguage.googleapis.com', port=443): Max retries exceeded with url: /v1beta/models/gemini-2.0-flash-lite:generateContent (Caused by NameResolutionError("<urllib3.connection.HTTPSConnection object at 0x000001FBF5DD3070>: Failed to resolve 'generativelanguage.googleapis.com' ([Errno 11001] getaddrinfo failed)")) | Text: the rebels have captured the country's main international airport , said a top official in a 300-strong african security force policing the city . | Trigger: ['captured']
2025-04-26 15:50:46.779 | ERROR    | extractor.consumer:worker:167 - [ERROR at ATTEMPT 3/3] Worker 4 got error: HTTPSConnectionPool(host='generativelanguage.googleapis.com', port=443): Max retries exceeded with url: /v1beta/models/gemini-2.0-flash-lite:generateContent (Caused by NameResolutionError("<urllib3.connection.HTTPSConnection object at 0x000001FBF61054B0>: Failed to resolve 'generativelanguage.googleapis.com' ([Errno 11001] getaddrinfo failed)")) | Text: the united states quickly became the southeast asian country's main weapons supplier , and annual arms sales peaked at us $ 400 million in the 1980s . | Trigger: ['sales']
2025-04-26 15:50:46.782 | ERROR    | extractor.consumer:worker:167 - [ERROR at ATTEMPT 1/3] Worker 2 got error: HTTPSConnectionPool(host='generativelanguage.googleapis.com', port=443): Max retries exceeded with url: /v1beta/models/gemini-2.0-flash-lite:generateContent (Caused by NameResolutionError("<urllib3.connection.HTTPSConnection object at 0x000001FBF6105090>: Failed to resolve 'generativelanguage.googleapis.com' ([Errno 11001] getaddrinfo failed)")) | Text: in order to seize them , she felt she had to attack and destroy the naval power of the us . | Trigger: ['seize', 'attack']
2025-04-26 15:50:46.785 | ERROR    | extractor.consumer:worker:167 - [ERROR at ATTEMPT 3/3] Worker 1 got error: HTTPSConnectionPool(host='generativelanguage.googleapis.com', port=443): Max retries exceeded with url: /v1beta/models/gemini-2.0-flash-lite:generateContent (Caused by NameResolutionError("<urllib3.connection.HTTPSConnection object at 0x000001FBF6105660>: Failed to resolve 'generativelanguage.googleapis.com' ([Errno 11001] getaddrinfo failed)")) | Text: if i give him shares in my corporation in feb 2004 of my s corporation making him 30 % shareholder , and i finally distributed profit this year , will the creditors attempt to that take money from him in 2005 ? | Trigger: ['give', 'take']
2025-04-26 15:50:46.785 | ERROR    | extractor.consumer:worker:171 - [FAIL] Worker 3 cannot extract event list after 3 attempts. | Text: watching a stock drop after hours , open lower , and close even lower than that makes me wonder just who's selling : a runup usually builds on a gradual crescendo of greater-fool theory-- everyone thinks they can always sell to someone dumber-- and ends when the greatest fool yet gets sick of the whole thing and bails . | Trigger: ['sell']
2025-04-26 15:50:46.790 | ERROR    | extractor.consumer:worker:167 - [ERROR at ATTEMPT 2/3] Worker 0 got error: HTTPSConnectionPool(host='generativelanguage.googleapis.com', port=443): Max retries exceeded with url: /v1beta/models/gemini-2.0-flash-lite:generateContent (Caused by NameResolutionError("<urllib3.connection.HTTPSConnection object at 0x000001FBF6268910>: Failed to resolve 'generativelanguage.googleapis.com' ([Errno 11001] getaddrinfo failed)")) | Text: the rebels have captured the country's main international airport , said a top official in a 300-strong african security force policing the city . | Trigger: ['captured']
2025-04-26 15:50:46.790 | ERROR    | extractor.consumer:worker:171 - [FAIL] Worker 4 cannot extract event list after 3 attempts. | Text: the united states quickly became the southeast asian country's main weapons supplier , and annual arms sales peaked at us $ 400 million in the 1980s . | Trigger: ['sales']
2025-04-26 15:50:46.794 | ERROR    | extractor.consumer:worker:167 - [ERROR at ATTEMPT 2/3] Worker 2 got error: HTTPSConnectionPool(host='generativelanguage.googleapis.com', port=443): Max retries exceeded with url: /v1beta/models/gemini-2.0-flash-lite:generateContent (Caused by NameResolutionError("<urllib3.connection.HTTPSConnection object at 0x000001FBF626A7D0>: Failed to resolve 'generativelanguage.googleapis.com' ([Errno 11001] getaddrinfo failed)")) | Text: in order to seize them , she felt she had to attack and destroy the naval power of the us . | Trigger: ['seize', 'attack']
2025-04-26 15:50:46.794 | ERROR    | extractor.consumer:worker:171 - [FAIL] Worker 1 cannot extract event list after 3 attempts. | Text: if i give him shares in my corporation in feb 2004 of my s corporation making him 30 % shareholder , and i finally distributed profit this year , will the creditors attempt to that take money from him in 2005 ? | Trigger: ['give', 'take']
2025-04-26 15:50:46.798 | ERROR    | extractor.consumer:worker:167 - [ERROR at ATTEMPT 1/3] Worker 3 got error: HTTPSConnectionPool(host='generativelanguage.googleapis.com', port=443): Max retries exceeded with url: /v1beta/models/gemini-2.0-flash-lite:generateContent (Caused by NameResolutionError("<urllib3.connection.HTTPSConnection object at 0x000001FBF5DD0820>: Failed to resolve 'generativelanguage.googleapis.com' ([Errno 11001] getaddrinfo failed)")) | Text: since coalition troops seized baghdad's international airport , they have encircled the heavily-bombed city of 5 million people , blocking off entry and exits and monitored all movement from the air . | Trigger: ['seized']
2025-04-26 15:50:46.800 | ERROR    | extractor.consumer:worker:167 - [ERROR at ATTEMPT 3/3] Worker 0 got error: HTTPSConnectionPool(host='generativelanguage.googleapis.com', port=443): Max retries exceeded with url: /v1beta/models/gemini-2.0-flash-lite:generateContent (Caused by NameResolutionError("<urllib3.connection.HTTPSConnection object at 0x000001FBF6107160>: Failed to resolve 'generativelanguage.googleapis.com' ([Errno 11001] getaddrinfo failed)")) | Text: the rebels have captured the country's main international airport , said a top official in a 300-strong african security force policing the city . | Trigger: ['captured']
2025-04-26 15:50:46.803 | ERROR    | extractor.consumer:worker:167 - [ERROR at ATTEMPT 1/3] Worker 4 got error: HTTPSConnectionPool(host='generativelanguage.googleapis.com', port=443): Max retries exceeded with url: /v1beta/models/gemini-2.0-flash-lite:generateContent (Caused by NameResolutionError("<urllib3.connection.HTTPSConnection object at 0x000001FBF626BC70>: Failed to resolve 'generativelanguage.googleapis.com' ([Errno 11001] getaddrinfo failed)")) | Text: but when an outsider buys into the business once it's established itself as important , but before it's really gotten profitable , it's big news . | Trigger: ['buys']
2025-04-26 15:50:46.806 | ERROR    | extractor.consumer:worker:167 - [ERROR at ATTEMPT 3/3] Worker 2 got error: HTTPSConnectionPool(host='generativelanguage.googleapis.com', port=443): Max retries exceeded with url: /v1beta/models/gemini-2.0-flash-lite:generateContent (Caused by NameResolutionError("<urllib3.connection.HTTPSConnection object at 0x000001FBF6269A50>: Failed to resolve 'generativelanguage.googleapis.com' ([Errno 11001] getaddrinfo failed)")) | Text: in order to seize them , she felt she had to attack and destroy the naval power of the us . | Trigger: ['seize', 'attack']
2025-04-26 15:50:46.813 | ERROR    | extractor.consumer:worker:167 - [ERROR at ATTEMPT 1/3] Worker 1 got error: HTTPSConnectionPool(host='generativelanguage.googleapis.com', port=443): Max retries exceeded with url: /v1beta/models/gemini-2.0-flash-lite:generateContent (Caused by NameResolutionError("<urllib3.connection.HTTPSConnection object at 0x000001FBD81E8A00>: Failed to resolve 'generativelanguage.googleapis.com' ([Errno 11001] getaddrinfo failed)")) | Text: at daybreak , u . s . troops pushed through the outskirts of karbala on the road to baghdad , capturing a key bridge on the euphrates river . | Trigger: ['pushed', 'capturing']
2025-04-26 15:50:46.816 | ERROR    | extractor.consumer:worker:167 - [ERROR at ATTEMPT 2/3] Worker 3 got error: HTTPSConnectionPool(host='generativelanguage.googleapis.com', port=443): Max retries exceeded with url: /v1beta/models/gemini-2.0-flash-lite:generateContent (Caused by NameResolutionError("<urllib3.connection.HTTPSConnection object at 0x000001FBF6106560>: Failed to resolve 'generativelanguage.googleapis.com' ([Errno 11001] getaddrinfo failed)")) | Text: since coalition troops seized baghdad's international airport , they have encircled the heavily-bombed city of 5 million people , blocking off entry and exits and monitored all movement from the air . | Trigger: ['seized']
2025-04-26 15:50:46.816 | ERROR    | extractor.consumer:worker:171 - [FAIL] Worker 0 cannot extract event list after 3 attempts. | Text: the rebels have captured the country's main international airport , said a top official in a 300-strong african security force policing the city . | Trigger: ['captured']
2025-04-26 15:50:46.820 | ERROR    | extractor.consumer:worker:167 - [ERROR at ATTEMPT 2/3] Worker 4 got error: HTTPSConnectionPool(host='generativelanguage.googleapis.com', port=443): Max retries exceeded with url: /v1beta/models/gemini-2.0-flash-lite:generateContent (Caused by NameResolutionError("<urllib3.connection.HTTPSConnection object at 0x000001FBF5DD0D30>: Failed to resolve 'generativelanguage.googleapis.com' ([Errno 11001] getaddrinfo failed)")) | Text: but when an outsider buys into the business once it's established itself as important , but before it's really gotten profitable , it's big news . | Trigger: ['buys']
2025-04-26 15:50:46.820 | ERROR    | extractor.consumer:worker:171 - [FAIL] Worker 2 cannot extract event list after 3 attempts. | Text: in order to seize them , she felt she had to attack and destroy the naval power of the us . | Trigger: ['seize', 'attack']
2025-04-26 15:50:46.824 | ERROR    | extractor.consumer:worker:167 - [ERROR at ATTEMPT 2/3] Worker 1 got error: HTTPSConnectionPool(host='generativelanguage.googleapis.com', port=443): Max retries exceeded with url: /v1beta/models/gemini-2.0-flash-lite:generateContent (Caused by NameResolutionError("<urllib3.connection.HTTPSConnection object at 0x000001FBF5AEF670>: Failed to resolve 'generativelanguage.googleapis.com' ([Errno 11001] getaddrinfo failed)")) | Text: at daybreak , u . s . troops pushed through the outskirts of karbala on the road to baghdad , capturing a key bridge on the euphrates river . | Trigger: ['pushed', 'capturing']
2025-04-26 15:50:46.827 | ERROR    | extractor.consumer:worker:167 - [ERROR at ATTEMPT 3/3] Worker 3 got error: HTTPSConnectionPool(host='generativelanguage.googleapis.com', port=443): Max retries exceeded with url: /v1beta/models/gemini-2.0-flash-lite:generateContent (Caused by NameResolutionError("<urllib3.connection.HTTPSConnection object at 0x000001FBF5AED000>: Failed to resolve 'generativelanguage.googleapis.com' ([Errno 11001] getaddrinfo failed)")) | Text: since coalition troops seized baghdad's international airport , they have encircled the heavily-bombed city of 5 million people , blocking off entry and exits and monitored all movement from the air . | Trigger: ['seized']
2025-04-26 15:50:46.830 | ERROR    | extractor.consumer:worker:167 - [ERROR at ATTEMPT 1/3] Worker 0 got error: HTTPSConnectionPool(host='generativelanguage.googleapis.com', port=443): Max retries exceeded with url: /v1beta/models/gemini-2.0-flash-lite:generateContent (Caused by NameResolutionError("<urllib3.connection.HTTPSConnection object at 0x000001FBF5E46F20>: Failed to resolve 'generativelanguage.googleapis.com' ([Errno 11001] getaddrinfo failed)")) | Text: prof mauser added : ` ` the sad truth is that while the police officers are inspecting farmers'gun cabinets to see if they comply with regulations somewhere in the uk , someone , who has not filled in a firearms certificate form , will be smuggling a gun into the country or selling one to an inner city youth .'' | Trigger: ['smuggling', 'selling']
2025-04-26 15:50:46.833 | ERROR    | extractor.consumer:worker:167 - [ERROR at ATTEMPT 3/3] Worker 4 got error: HTTPSConnectionPool(host='generativelanguage.googleapis.com', port=443): Max retries exceeded with url: /v1beta/models/gemini-2.0-flash-lite:generateContent (Caused by NameResolutionError("<urllib3.connection.HTTPSConnection object at 0x000001FBF6107040>: Failed to resolve 'generativelanguage.googleapis.com' ([Errno 11001] getaddrinfo failed)")) | Text: but when an outsider buys into the business once it's established itself as important , but before it's really gotten profitable , it's big news . | Trigger: ['buys']
2025-04-26 15:50:46.836 | ERROR    | extractor.consumer:worker:167 - [ERROR at ATTEMPT 1/3] Worker 2 got error: HTTPSConnectionPool(host='generativelanguage.googleapis.com', port=443): Max retries exceeded with url: /v1beta/models/gemini-2.0-flash-lite:generateContent (Caused by NameResolutionError("<urllib3.connection.HTTPSConnection object at 0x000001FBF7D67EB0>: Failed to resolve 'generativelanguage.googleapis.com' ([Errno 11001] getaddrinfo failed)")) | Text: um i worked-- we just recently um got bought by our our strategic partner-- so , whoa , my radio . | Trigger: ['bought']
2025-04-26 15:50:46.838 | ERROR    | extractor.consumer:worker:167 - [ERROR at ATTEMPT 3/3] Worker 1 got error: HTTPSConnectionPool(host='generativelanguage.googleapis.com', port=443): Max retries exceeded with url: /v1beta/models/gemini-2.0-flash-lite:generateContent (Caused by NameResolutionError("<urllib3.connection.HTTPSConnection object at 0x000001FBF68C4A30>: Failed to resolve 'generativelanguage.googleapis.com' ([Errno 11001] getaddrinfo failed)")) | Text: at daybreak , u . s . troops pushed through the outskirts of karbala on the road to baghdad , capturing a key bridge on the euphrates river . | Trigger: ['pushed', 'capturing']
2025-04-26 15:50:46.839 | ERROR    | extractor.consumer:worker:171 - [FAIL] Worker 3 cannot extract event list after 3 attempts. | Text: since coalition troops seized baghdad's international airport , they have encircled the heavily-bombed city of 5 million people , blocking off entry and exits and monitored all movement from the air . | Trigger: ['seized']
2025-04-26 15:50:46.844 | ERROR    | extractor.consumer:worker:167 - [ERROR at ATTEMPT 2/3] Worker 0 got error: HTTPSConnectionPool(host='generativelanguage.googleapis.com', port=443): Max retries exceeded with url: /v1beta/models/gemini-2.0-flash-lite:generateContent (Caused by NameResolutionError("<urllib3.connection.HTTPSConnection object at 0x000001FBF68C40D0>: Failed to resolve 'generativelanguage.googleapis.com' ([Errno 11001] getaddrinfo failed)")) | Text: prof mauser added : ` ` the sad truth is that while the police officers are inspecting farmers'gun cabinets to see if they comply with regulations somewhere in the uk , someone , who has not filled in a firearms certificate form , will be smuggling a gun into the country or selling one to an inner city youth .'' | Trigger: ['smuggling', 'selling']
2025-04-26 15:50:46.844 | ERROR    | extractor.consumer:worker:171 - [FAIL] Worker 4 cannot extract event list after 3 attempts. | Text: but when an outsider buys into the business once it's established itself as important , but before it's really gotten profitable , it's big news . | Trigger: ['buys']
2025-04-26 15:50:46.848 | ERROR    | extractor.consumer:worker:167 - [ERROR at ATTEMPT 2/3] Worker 2 got error: HTTPSConnectionPool(host='generativelanguage.googleapis.com', port=443): Max retries exceeded with url: /v1beta/models/gemini-2.0-flash-lite:generateContent (Caused by NameResolutionError("<urllib3.connection.HTTPSConnection object at 0x000001FBF68C65F0>: Failed to resolve 'generativelanguage.googleapis.com' ([Errno 11001] getaddrinfo failed)")) | Text: um i worked-- we just recently um got bought by our our strategic partner-- so , whoa , my radio . | Trigger: ['bought']
2025-04-26 15:50:46.848 | ERROR    | extractor.consumer:worker:171 - [FAIL] Worker 1 cannot extract event list after 3 attempts. | Text: at daybreak , u . s . troops pushed through the outskirts of karbala on the road to baghdad , capturing a key bridge on the euphrates river . | Trigger: ['pushed', 'capturing']
2025-04-26 15:50:46.852 | ERROR    | extractor.consumer:worker:167 - [ERROR at ATTEMPT 1/3] Worker 3 got error: HTTPSConnectionPool(host='generativelanguage.googleapis.com', port=443): Max retries exceeded with url: /v1beta/models/gemini-2.0-flash-lite:generateContent (Caused by NameResolutionError("<urllib3.connection.HTTPSConnection object at 0x000001FBF6104FD0>: Failed to resolve 'generativelanguage.googleapis.com' ([Errno 11001] getaddrinfo failed)")) | Text: frenetic merger and acquisition activity doesn't mean much in the early days of a business-- it's just as likely that ridiculously overfunded startups are buying out their bankrupt competitors to create larger and less stable conglomerates as it is that forward-thinking visionaries are cutting off their competitors early . | Trigger: ['merger', 'buying out', 'bankrupt', 'acquisition', 'create']
2025-04-26 15:50:46.854 | ERROR    | extractor.consumer:worker:167 - [ERROR at ATTEMPT 3/3] Worker 0 got error: HTTPSConnectionPool(host='generativelanguage.googleapis.com', port=443): Max retries exceeded with url: /v1beta/models/gemini-2.0-flash-lite:generateContent (Caused by NameResolutionError("<urllib3.connection.HTTPSConnection object at 0x000001FBF68C76A0>: Failed to resolve 'generativelanguage.googleapis.com' ([Errno 11001] getaddrinfo failed)")) | Text: prof mauser added : ` ` the sad truth is that while the police officers are inspecting farmers'gun cabinets to see if they comply with regulations somewhere in the uk , someone , who has not filled in a firearms certificate form , will be smuggling a gun into the country or selling one to an inner city youth .'' | Trigger: ['smuggling', 'selling']
2025-04-26 15:50:46.858 | ERROR    | extractor.consumer:worker:167 - [ERROR at ATTEMPT 1/3] Worker 4 got error: HTTPSConnectionPool(host='generativelanguage.googleapis.com', port=443): Max retries exceeded with url: /v1beta/models/gemini-2.0-flash-lite:generateContent (Caused by NameResolutionError("<urllib3.connection.HTTPSConnection object at 0x000001FBF68C6710>: Failed to resolve 'generativelanguage.googleapis.com' ([Errno 11001] getaddrinfo failed)")) | Text: well , as coalition forces push north , they are encountering a unique problem of combat , getting rid of the weapons captured from the enemy . | Trigger: ['combat', 'captured']
2025-04-26 15:50:46.861 | ERROR    | extractor.consumer:worker:167 - [ERROR at ATTEMPT 3/3] Worker 2 got error: HTTPSConnectionPool(host='generativelanguage.googleapis.com', port=443): Max retries exceeded with url: /v1beta/models/gemini-2.0-flash-lite:generateContent (Caused by NameResolutionError("<urllib3.connection.HTTPSConnection object at 0x000001FBF5C5FFA0>: Failed to resolve 'generativelanguage.googleapis.com' ([Errno 11001] getaddrinfo failed)")) | Text: um i worked-- we just recently um got bought by our our strategic partner-- so , whoa , my radio . | Trigger: ['bought']
2025-04-26 15:50:46.865 | ERROR    | extractor.consumer:worker:167 - [ERROR at ATTEMPT 1/3] Worker 1 got error: HTTPSConnectionPool(host='generativelanguage.googleapis.com', port=443): Max retries exceeded with url: /v1beta/models/gemini-2.0-flash-lite:generateContent (Caused by NameResolutionError("<urllib3.connection.HTTPSConnection object at 0x000001FBF677ED10>: Failed to resolve 'generativelanguage.googleapis.com' ([Errno 11001] getaddrinfo failed)")) | Text: auctioneers reported a $ 9 . 3 billion winning bid for yuganskneftgaz-- the company's main asset , worth two to three times that amount-- by an anonymous company located in tver . | Trigger: ['winning']
2025-04-26 15:50:46.867 | ERROR    | extractor.consumer:worker:167 - [ERROR at ATTEMPT 2/3] Worker 3 got error: HTTPSConnectionPool(host='generativelanguage.googleapis.com', port=443): Max retries exceeded with url: /v1beta/models/gemini-2.0-flash-lite:generateContent (Caused by NameResolutionError("<urllib3.connection.HTTPSConnection object at 0x000001FBF677EBC0>: Failed to resolve 'generativelanguage.googleapis.com' ([Errno 11001] getaddrinfo failed)")) | Text: frenetic merger and acquisition activity doesn't mean much in the early days of a business-- it's just as likely that ridiculously overfunded startups are buying out their bankrupt competitors to create larger and less stable conglomerates as it is that forward-thinking visionaries are cutting off their competitors early . | Trigger: ['merger', 'buying out', 'bankrupt', 'acquisition', 'create']
2025-04-26 15:50:46.867 | ERROR    | extractor.consumer:worker:171 - [FAIL] Worker 0 cannot extract event list after 3 attempts. | Text: prof mauser added : ` ` the sad truth is that while the police officers are inspecting farmers'gun cabinets to see if they comply with regulations somewhere in the uk , someone , who has not filled in a firearms certificate form , will be smuggling a gun into the country or selling one to an inner city youth .'' | Trigger: ['smuggling', 'selling']
2025-04-26 15:50:46.871 | ERROR    | extractor.consumer:worker:167 - [ERROR at ATTEMPT 2/3] Worker 4 got error: HTTPSConnectionPool(host='generativelanguage.googleapis.com', port=443): Max retries exceeded with url: /v1beta/models/gemini-2.0-flash-lite:generateContent (Caused by NameResolutionError("<urllib3.connection.HTTPSConnection object at 0x000001FBF677FC70>: Failed to resolve 'generativelanguage.googleapis.com' ([Errno 11001] getaddrinfo failed)")) | Text: well , as coalition forces push north , they are encountering a unique problem of combat , getting rid of the weapons captured from the enemy . | Trigger: ['combat', 'captured']
2025-04-26 15:50:46.871 | ERROR    | extractor.consumer:worker:171 - [FAIL] Worker 2 cannot extract event list after 3 attempts. | Text: um i worked-- we just recently um got bought by our our strategic partner-- so , whoa , my radio . | Trigger: ['bought']
2025-04-26 15:50:46.875 | ERROR    | extractor.consumer:worker:167 - [ERROR at ATTEMPT 2/3] Worker 1 got error: HTTPSConnectionPool(host='generativelanguage.googleapis.com', port=443): Max retries exceeded with url: /v1beta/models/gemini-2.0-flash-lite:generateContent (Caused by NameResolutionError("<urllib3.connection.HTTPSConnection object at 0x000001FBF677EAD0>: Failed to resolve 'generativelanguage.googleapis.com' ([Errno 11001] getaddrinfo failed)")) | Text: auctioneers reported a $ 9 . 3 billion winning bid for yuganskneftgaz-- the company's main asset , worth two to three times that amount-- by an anonymous company located in tver . | Trigger: ['winning']
2025-04-26 15:50:46.878 | ERROR    | extractor.consumer:worker:167 - [ERROR at ATTEMPT 3/3] Worker 3 got error: HTTPSConnectionPool(host='generativelanguage.googleapis.com', port=443): Max retries exceeded with url: /v1beta/models/gemini-2.0-flash-lite:generateContent (Caused by NameResolutionError("<urllib3.connection.HTTPSConnection object at 0x000001FBF677E5C0>: Failed to resolve 'generativelanguage.googleapis.com' ([Errno 11001] getaddrinfo failed)")) | Text: frenetic merger and acquisition activity doesn't mean much in the early days of a business-- it's just as likely that ridiculously overfunded startups are buying out their bankrupt competitors to create larger and less stable conglomerates as it is that forward-thinking visionaries are cutting off their competitors early . | Trigger: ['merger', 'buying out', 'bankrupt', 'acquisition', 'create']
2025-04-26 15:50:46.881 | ERROR    | extractor.consumer:worker:167 - [ERROR at ATTEMPT 1/3] Worker 0 got error: HTTPSConnectionPool(host='generativelanguage.googleapis.com', port=443): Max retries exceeded with url: /v1beta/models/gemini-2.0-flash-lite:generateContent (Caused by NameResolutionError("<urllib3.connection.HTTPSConnection object at 0x000001FBF677E7D0>: Failed to resolve 'generativelanguage.googleapis.com' ([Errno 11001] getaddrinfo failed)")) | Text: the united states quickly became the southeast asian country's main weapons supplier , and annual arms sales peaked at us $ 400 million in the 1980s . | Trigger: ['sales']
2025-04-26 15:50:46.884 | ERROR    | extractor.consumer:worker:167 - [ERROR at ATTEMPT 3/3] Worker 4 got error: HTTPSConnectionPool(host='generativelanguage.googleapis.com', port=443): Max retries exceeded with url: /v1beta/models/gemini-2.0-flash-lite:generateContent (Caused by NameResolutionError("<urllib3.connection.HTTPSConnection object at 0x000001FBF677DCF0>: Failed to resolve 'generativelanguage.googleapis.com' ([Errno 11001] getaddrinfo failed)")) | Text: well , as coalition forces push north , they are encountering a unique problem of combat , getting rid of the weapons captured from the enemy . | Trigger: ['combat', 'captured']
