2025-04-29 09:56:07.640 | ERROR    | extractor.eval_extractor:eval:55 - [ERROR] False positive samples: {(8, 8), (17, 17), (13, 13), (18, 18), (2, 2), (11, 11), (4, 4), (5, 5), (14, 14), (7, 7), (16, 16), (9, 9), (1, 1), (10, 10), (3, 3), (12, 12), (6, 6)} | Text: can owe tell us exactly the details , the precise details of how you arrested the suspect ?
2025-04-29 09:56:08.741 | ERROR    | extractor.eval_extractor:eval:55 - [ERROR] False positive samples: {(20, 20), (29, 29), (38, 38), (33, 33), (37, 37), (39, 39), (2, 2), (34, 34), (30, 30), (7, 7), (16, 16), (25, 25), (26, 26), (35, 35), (3, 3), (12, 12), (21, 21), (22, 22), (31, 31), (40, 40), (8, 8), (17, 17), (27, 27), (36, 36), (13, 13), (32, 32), (18, 18), (41, 41), (4, 4), (5, 5), (14, 14), (23, 23), (9, 9), (1, 1), (19, 19), (28, 28), (6, 6), (15, 15)} | Text: between 2 , 500 and 3 , 000 people picketed the cnn studios in los angeles while others at the atlanta headquarters protested the cable network's coverage of the war for being biased toward the united states .
2025-04-29 09:56:08.743 | ERROR    | extractor.eval_extractor:eval:55 - [ERROR] False positive samples: {(8, 8), (13, 13), (18, 18), (2, 2), (11, 11), (4, 4), (5, 5), (14, 14), (7, 7), (16, 16), (9, 9), (1, 1), (10, 10), (3, 3), (12, 12), (6, 6), (15, 15)} | Text: o'neal had said he could not rule out missing a game to witness the birth .
2025-04-29 09:56:08.745 | ERROR    | extractor.eval_extractor:eval:55 - [ERROR] False positive samples: {(8, 8), (13, 13), (18, 18), (2, 2), (11, 11), (4, 4), (5, 5), (14, 14), (7, 7), (16, 16), (9, 9), (1, 1), (10, 10), (3, 3), (12, 12), (6, 6), (15, 15)} | Text: o'neal had said he could not rule out missing a game to witness the birth .
2025-04-29 09:56:08.750 | ERROR    | extractor.eval_extractor:eval:55 - [ERROR] False positive samples: {(61, 61), (43, 43), (20, 20), (38, 38), (2, 2), (57, 57), (75, 75), (34, 34), (11, 11), (76, 76), (16, 16), (71, 71), (25, 25), (58, 58), (35, 35), (12, 12), (67, 67), (77, 77), (31, 31), (8, 8), (68, 68), (63, 63), (45, 45), (32, 32), (64, 64), (59, 59), (41, 41), (51, 51), (5, 5), (23, 23), (78, 78), (65, 65), (24, 24), (19, 19), (74, 74), (6, 6), (56, 56), (33, 33), (15, 15), (70, 70), (52, 52), (29, 29), (39, 39), (66, 66), (48, 48), (53, 53), (30, 30), (7, 7), (62, 62), (72, 72), (26, 26), (3, 3), (21, 21), (40, 40), (22, 22), (17, 17), (27, 27), (36, 36), (54, 54), (13, 13), (18, 18), (73, 73), (55, 55), (50, 50), (60, 60), (4, 4), (14, 14), (69, 69), (9, 9), (46, 46), (1, 1), (10, 10), (28, 28), (37, 37), (47, 47), (42, 42)} | Text: well , you know , in one sense it is but then , i mean-- well , my grandparents came over , ellis island and everything , but when i think about , you know , a foreign person or maybe born in another country and coming here it doe-it doesn't seem right in one sense for-- for them to be able to be president of this country .
2025-04-29 09:56:08.758 | ERROR    | extractor.eval_extractor:eval:55 - [ERROR] False positive samples: {(20, 20), (29, 29), (33, 33), (2, 2), (11, 11), (30, 30), (7, 7), (16, 16), (25, 25), (26, 26), (3, 3), (21, 21), (22, 22), (31, 31), (8, 8), (17, 17), (27, 27), (13, 13), (32, 32), (18, 18), (4, 4), (5, 5), (14, 14), (9, 9), (1, 1), (24, 24), (10, 10), (28, 28), (6, 6), (15, 15)} | Text: the next day , authorities say , montgomery confessed that she strangled stinnett from behind , cut her open , removed the baby and cut her umbilical cord .
2025-04-29 09:56:08.760 | ERROR    | extractor.eval_extractor:eval:55 - [ERROR] False positive samples: {(8, 8), (17, 17), (20, 20), (13, 13), (18, 18), (2, 2), (11, 11), (4, 4), (5, 5), (7, 7), (16, 16), (9, 9), (1, 1), (10, 10), (19, 19), (3, 3), (12, 12), (6, 6), (15, 15)} | Text: so don't give up on the idea of a natural birth because last time was painful .
2025-04-29 09:56:08.761 | ERROR    | extractor.eval_extractor:eval:55 - [ERROR] False positive samples: {(8, 8), (17, 17), (20, 20), (13, 13), (18, 18), (2, 2), (4, 4), (5, 5), (14, 14), (7, 7), (16, 16), (9, 9), (1, 1), (10, 10), (19, 19), (3, 3), (12, 12), (6, 6), (15, 15)} | Text: if you don't have an institutional water birth available , have you considered just staying home ?
2025-04-29 09:56:08.764 | ERROR    | extractor.eval_extractor:eval:55 - [ERROR] False positive samples: {(61, 61), (43, 43), (20, 20), (38, 38), (80, 80), (2, 2), (57, 57), (75, 75), (34, 34), (11, 11), (76, 76), (16, 16), (71, 71), (25, 25), (58, 58), (35, 35), (12, 12), (67, 67), (77, 77), (31, 31), (49, 49), (8, 8), (68, 68), (63, 63), (45, 45), (32, 32), (64, 64), (59, 59), (41, 41), (51, 51), (5, 5), (23, 23), (78, 78), (24, 24), (19, 19), (74, 74), (79, 79), (56, 56), (33, 33), (15, 15), (70, 70), (52, 52), (29, 29), (39, 39), (66, 66), (48, 48), (53, 53), (30, 30), (7, 7), (62, 62), (72, 72), (44, 44), (26, 26), (3, 3), (21, 21), (40, 40), (22, 22), (17, 17), (27, 27), (36, 36), (54, 54), (13, 13), (18, 18), (73, 73), (55, 55), (50, 50), (60, 60), (4, 4), (14, 14), (69, 69), (9, 9), (46, 46), (1, 1), (10, 10), (28, 28), (37, 37), (47, 47), (42, 42)} | Text: abby was a true water birth-lrb-3 kg-normal-rrb-and with fiona i was dragged out of the pool after the head crowned-lrb-gyno had written on my notes she was 4 kg-lrb-large-rrb-and that she was not to be born in the water-lrb-long painful story !-rrb-
2025-04-29 09:56:08.768 | ERROR    | extractor.eval_extractor:eval:55 - [ERROR] False positive samples: {(20, 20), (38, 38), (33, 33), (37, 37), (39, 39), (2, 2), (11, 11), (30, 30), (7, 7), (16, 16), (25, 25), (26, 26), (35, 35), (3, 3), (21, 21), (22, 22), (31, 31), (40, 40), (8, 8), (17, 17), (27, 27), (36, 36), (32, 32), (18, 18), (41, 41), (4, 4), (5, 5), (14, 14), (23, 23), (9, 9), (1, 1), (24, 24), (10, 10), (19, 19), (28, 28), (6, 6), (15, 15)} | Text: from the associated press : a baby girl who had been cut out of her mother's womb was found after a frantic search , and authorities arrested the woman they say strangled the mother and stole the child .
2025-04-29 09:56:08.775 | ERROR    | extractor.eval_extractor:eval:55 - [ERROR] False positive samples: {(20, 20), (29, 29), (33, 33), (37, 37), (2, 2), (34, 34), (30, 30), (7, 7), (16, 16), (25, 25), (26, 26), (35, 35), (3, 3), (12, 12), (21, 21), (22, 22), (31, 31), (8, 8), (17, 17), (27, 27), (13, 13), (32, 32), (18, 18), (4, 4), (5, 5), (14, 14), (23, 23), (9, 9), (1, 1), (24, 24), (10, 10), (19, 19), (28, 28), (6, 6), (15, 15)} | Text: shaquille o'neal's wife gave birth to a baby boy early saturday , eliminating any chance that the los angeles lakers center might skip a playoff game to witness the birth .
2025-04-29 09:56:08.777 | ERROR    | extractor.eval_extractor:eval:55 - [ERROR] False positive samples: {(4, 4), (8, 8), (5, 5), (14, 14), (7, 7), (9, 9), (1, 1), (13, 13), (3, 3), (12, 12), (2, 2), (6, 6), (11, 11), (15, 15)} | Text: you were telling me this little beautiful boy was born two days after deployment .
2025-04-29 09:56:08.779 | ERROR    | extractor.eval_extractor:eval:55 - [ERROR] False positive samples: {(8, 8), (27, 27), (20, 20), (13, 13), (18, 18), (2, 2), (15, 15), (11, 11), (4, 4), (5, 5), (14, 14), (7, 7), (16, 16), (23, 23), (9, 9), (1, 1), (25, 25), (26, 26), (10, 10), (19, 19), (3, 3), (12, 12), (21, 21), (6, 6), (22, 22), (24, 24)} | Text: sam waksal , founder of the us pharmaceutical company imclone systems was sentenced to 87 months in prison tuesday for insider trading .
2025-04-29 09:56:08.781 | ERROR    | extractor.eval_extractor:eval:55 - [ERROR] False positive samples: {(8, 8), (17, 17), (27, 27), (20, 20), (29, 29), (13, 13), (18, 18), (2, 2), (15, 15), (11, 11), (4, 4), (5, 5), (14, 14), (7, 7), (16, 16), (23, 23), (9, 9), (1, 1), (25, 25), (26, 26), (10, 10), (19, 19), (3, 3), (12, 12), (21, 21), (28, 28), (22, 22)} | Text: five other people who were sentenced up to five years in jail for crimes such as gambling and receiving bribes have also filed appeals , the official said .
2025-04-29 09:56:08.783 | ERROR    | extractor.eval_extractor:eval:55 - [ERROR] False positive samples: {(8, 8), (17, 17), (27, 27), (20, 20), (13, 13), (18, 18), (15, 15), (11, 11), (4, 4), (5, 5), (14, 14), (16, 16), (23, 23), (9, 9), (1, 1), (25, 25), (26, 26), (19, 19), (3, 3), (12, 12), (21, 21), (28, 28), (6, 6), (22, 22)} | Text: peterson trial scott peterson has been found guilty of murdering his wife laci and their unborn son , and he now faces the death penalty .
2025-04-29 09:56:08.789 | ERROR    | extractor.eval_extractor:eval:55 - [ERROR] False positive samples: {(20, 20), (29, 29), (33, 33), (2, 2), (34, 34), (30, 30), (7, 7), (16, 16), (25, 25), (26, 26), (35, 35), (3, 3), (12, 12), (21, 21), (22, 22), (31, 31), (8, 8), (17, 17), (27, 27), (36, 36), (13, 13), (32, 32), (18, 18), (4, 4), (5, 5), (14, 14), (23, 23), (9, 9), (1, 1), (24, 24), (10, 10), (19, 19), (28, 28), (6, 6), (15, 15)} | Text: well , uh they're coming up to the sentencing , and i heard yesterday or read in the newspaper or something that his brother-- i guess it was on the television .
2025-04-29 09:56:08.791 | ERROR    | extractor.eval_extractor:eval:55 - [ERROR] False positive samples: {(8, 8), (17, 17), (27, 27), (20, 20), (29, 29), (13, 13), (18, 18), (2, 2), (15, 15), (11, 11), (4, 4), (5, 5), (14, 14), (7, 7), (16, 16), (23, 23), (9, 9), (1, 1), (25, 25), (26, 26), (10, 10), (3, 3), (12, 12), (21, 21), (28, 28), (6, 6), (22, 22), (24, 24)} | Text: as for how long it lasts , i would say that it lasts for the rest of your sentence , but i'm not sure about that .
2025-04-29 09:56:08.794 | ERROR    | extractor.eval_extractor:eval:55 - [ERROR] False positive samples: {(20, 20), (29, 29), (33, 33), (37, 37), (2, 2), (34, 34), (11, 11), (30, 30), (7, 7), (16, 16), (25, 25), (26, 26), (35, 35), (3, 3), (12, 12), (21, 21), (22, 22), (31, 31), (8, 8), (27, 27), (36, 36), (13, 13), (32, 32), (18, 18), (4, 4), (5, 5), (14, 14), (23, 23), (9, 9), (1, 1), (24, 24), (10, 10), (19, 19), (28, 28), (15, 15)} | Text: and because of the the charge on the baby , they couldn't automatically give him the death penalty , but-- obviously there's enough-- um , complaints or whatever
2025-04-29 09:56:08.797 | ERROR    | extractor.eval_extractor:eval:55 - [ERROR] False positive samples: {(20, 20), (29, 29), (2, 2), (11, 11), (30, 30), (7, 7), (16, 16), (25, 25), (26, 26), (3, 3), (12, 12), (21, 21), (22, 22), (31, 31), (8, 8), (17, 17), (27, 27), (32, 32), (18, 18), (4, 4), (5, 5), (9, 9), (1, 1), (24, 24), (19, 19), (28, 28), (6, 6), (15, 15)} | Text: former danish international stig toefting dropped his appeal of an assault conviction and will serve a four-month jail sentence , denmark's tv2 reported monday .
2025-04-29 09:56:08.798 | ERROR    | extractor.eval_extractor:eval:55 - [ERROR] False positive samples: {(8, 8), (17, 17), (20, 20), (13, 13), (18, 18), (2, 2), (11, 11), (4, 4), (5, 5), (14, 14), (7, 7), (16, 16), (23, 23), (9, 9), (1, 1), (10, 10), (19, 19), (12, 12), (21, 21), (6, 6), (22, 22), (15, 15)} | Text: once they sentence him-lrb-- lrb-i bet-rrb-- rrb-.
2025-04-29 09:56:08.801 | ERROR    | extractor.eval_extractor:eval:55 - [ERROR] False positive samples: {(8, 8), (17, 17), (20, 20), (13, 13), (18, 18), (2, 2), (11, 11), (4, 4), (5, 5), (14, 14), (7, 7), (16, 16), (23, 23), (9, 9), (1, 1), (10, 10), (3, 3), (21, 21), (6, 6), (22, 22), (15, 15)} | Text: it was the same courtroom where a suspected al qaeda militant got a death sentence last week for killing three american missionaries .
2025-04-29 09:56:08.802 | ERROR    | extractor.eval_extractor:eval:55 - [ERROR] False positive samples: {(8, 8), (17, 17), (13, 13), (18, 18), (2, 2), (5, 5), (14, 14), (7, 7), (16, 16), (9, 9), (1, 1), (10, 10), (3, 3), (12, 12), (6, 6), (15, 15)} | Text: the oklahoma city bombing conspirator is already serving a life term in federal prison .
2025-04-29 09:56:08.808 | ERROR    | extractor.eval_extractor:eval:55 - [ERROR] False positive samples: {(8, 8), (17, 17), (20, 20), (13, 13), (18, 18), (2, 2), (15, 15), (11, 11), (4, 4), (5, 5), (14, 14), (7, 7), (16, 16), (23, 23), (9, 9), (1, 1), (25, 25), (10, 10), (19, 19), (3, 3), (12, 12), (21, 21), (6, 6), (22, 22)} | Text: believe it or not there are companies that go over the line and need to be hit with a stick called a law suit .
2025-04-29 09:56:08.809 | ERROR    | extractor.eval_extractor:eval:55 - [ERROR] False positive samples: {(4, 4), (1, 1), (3, 3), (2, 2), (6, 6)} | Text: the companies settling a lawsuit .
2025-04-29 09:56:08.811 | ERROR    | extractor.eval_extractor:eval:55 - [ERROR] False positive samples: {(20, 20), (29, 29), (2, 2), (34, 34), (11, 11), (30, 30), (7, 7), (16, 16), (25, 25), (26, 26), (3, 3), (12, 12), (22, 22), (31, 31), (8, 8), (17, 17), (27, 27), (13, 13), (32, 32), (18, 18), (5, 5), (14, 14), (23, 23), (9, 9), (1, 1), (24, 24), (10, 10), (19, 19), (28, 28), (6, 6)} | Text: it lists multiple claims against one physician when actually it's really one claim , different insurers pay on the same physician and it's counted as one claim .
2025-04-29 09:56:08.813 | ERROR    | extractor.eval_extractor:eval:55 - [ERROR] False positive samples: {(20, 20), (29, 29), (33, 33), (2, 2), (34, 34), (11, 11), (30, 30), (16, 16), (25, 25), (26, 26), (3, 3), (12, 12), (21, 21), (22, 22), (31, 31), (17, 17), (27, 27), (13, 13), (32, 32), (4, 4), (5, 5), (14, 14), (23, 23), (9, 9), (1, 1), (24, 24), (10, 10), (19, 19), (28, 28), (6, 6), (15, 15)} | Text: '' . . . are suing to overthrow the results of the governor's election is washington state because there were some ` ` errors'' in the process .
2025-04-29 09:56:08.814 | ERROR    | extractor.eval_extractor:eval:55 - [ERROR] False positive samples: {(8, 8), (13, 13), (2, 2), (11, 11), (4, 4), (14, 14), (7, 7), (16, 16), (9, 9), (1, 1), (10, 10), (3, 3), (12, 12), (6, 6), (15, 15)} | Text: the cost of class actions is factored into the cost of everything you buy .
2025-04-29 09:56:08.816 | ERROR    | extractor.eval_extractor:eval:55 - [ERROR] False positive samples: {(8, 8), (13, 13), (2, 2), (11, 11), (4, 4), (14, 14), (7, 7), (16, 16), (9, 9), (1, 1), (10, 10), (3, 3), (12, 12), (6, 6), (15, 15)} | Text: the cost of class actions is factored into the cost of everything you buy .
2025-04-29 09:56:08.818 | ERROR    | extractor.eval_extractor:eval:55 - [ERROR] False positive samples: {(20, 20), (29, 29), (2, 2), (34, 34), (11, 11), (30, 30), (7, 7), (16, 16), (25, 25), (26, 26), (3, 3), (12, 12), (22, 22), (31, 31), (8, 8), (17, 17), (27, 27), (13, 13), (32, 32), (18, 18), (5, 5), (14, 14), (23, 23), (9, 9), (1, 1), (24, 24), (10, 10), (19, 19), (28, 28), (6, 6)} | Text: it lists multiple claims against one physician when actually it's really one claim , different insurers pay on the same physician and it's counted as one claim .
2025-04-29 09:56:08.826 | ERROR    | extractor.eval_extractor:eval:55 - [ERROR] False positive samples: {(20, 20), (29, 29), (38, 38), (33, 33), (37, 37), (39, 39), (2, 2), (34, 34), (11, 11), (30, 30), (7, 7), (16, 16), (25, 25), (26, 26), (35, 35), (3, 3), (12, 12), (21, 21), (22, 22), (31, 31), (8, 8), (17, 17), (27, 27), (36, 36), (13, 13), (32, 32), (18, 18), (4, 4), (5, 5), (14, 14), (23, 23), (9, 9), (1, 1), (24, 24), (10, 10), (19, 19), (28, 28), (6, 6)} | Text: anyway , it looks like they're denying chinese involvement to avoid a lawsuit , which is funny-- you'd think they might know someone in the russian judiciary who could help them out .
2025-04-29 09:56:08.829 | ERROR    | extractor.eval_extractor:eval:55 - [ERROR] False positive samples: {(20, 20), (29, 29), (38, 38), (33, 33), (37, 37), (39, 39), (2, 2), (34, 34), (11, 11), (30, 30), (7, 7), (16, 16), (25, 25), (26, 26), (35, 35), (3, 3), (12, 12), (21, 21), (22, 22), (31, 31), (40, 40), (8, 8), (17, 17), (27, 27), (36, 36), (13, 13), (32, 32), (18, 18), (5, 5), (23, 23), (9, 9), (1, 1), (10, 10), (19, 19), (28, 28), (6, 6), (24, 24)} | Text: bechtel sued bolivia for loss of potential profits like it is suing india now-that is , the profits it could have made by continuing to gouge the poor without investment in capital infrastructure .
2025-04-29 09:56:08.830 | ERROR    | extractor.eval_extractor:eval:55 - [ERROR] False positive samples: {(4, 4), (1, 1), (3, 3), (2, 2), (6, 6)} | Text: the companies settling a lawsuit .
2025-04-29 09:56:08.833 | ERROR    | extractor.eval_extractor:eval:55 - [ERROR] False positive samples: {(43, 43), (20, 20), (29, 29), (38, 38), (33, 33), (37, 37), (39, 39), (42, 42), (2, 2), (48, 48), (11, 11), (30, 30), (7, 7), (16, 16), (25, 25), (26, 26), (35, 35), (44, 44), (3, 3), (12, 12), (21, 21), (22, 22), (31, 31), (40, 40), (8, 8), (17, 17), (27, 27), (36, 36), (45, 45), (13, 13), (32, 32), (18, 18), (41, 41), (50, 50), (4, 4), (5, 5), (14, 14), (23, 23), (9, 9), (46, 46), (1, 1), (24, 24), (10, 10), (19, 19), (28, 28), (6, 6), (47, 47), (15, 15)} | Text: but , actually they were trying to pass a law , and i don't know if it ever did take into effect , that if in fact a mother was killed , and pregnant , um-- for there to be a double murder charge .
2025-04-29 09:56:08.835 | ERROR    | extractor.eval_extractor:eval:55 - [ERROR] False positive samples: {(8, 8), (17, 17), (20, 20), (13, 13), (18, 18), (2, 2), (15, 15), (4, 4), (5, 5), (23, 23), (7, 7), (9, 9), (1, 1), (10, 10), (19, 19), (3, 3), (12, 12), (21, 21), (6, 6), (22, 22), (24, 24)} | Text: it was not clear whether any iraqi leader had been killed in the airstrike targeting saddam in an upscale baghdad neighborhood .
2025-04-29 09:56:08.841 | ERROR    | extractor.eval_extractor:eval:55 - [ERROR] False positive samples: {(20, 20), (29, 29), (37, 37), (39, 39), (2, 2), (34, 34), (11, 11), (30, 30), (7, 7), (16, 16), (25, 25), (26, 26), (35, 35), (3, 3), (12, 12), (21, 21), (22, 22), (31, 31), (8, 8), (17, 17), (27, 27), (36, 36), (13, 13), (32, 32), (18, 18), (4, 4), (5, 5), (14, 14), (23, 23), (9, 9), (1, 1), (24, 24), (10, 10), (19, 19), (28, 28), (6, 6), (15, 15)} | Text: i c-but , now , i don't know that i would vote for a death penalty because i'm not sure that a-- a death cancels out a death .
2025-04-29 09:56:08.842 | ERROR    | extractor.eval_extractor:eval:55 - [ERROR] False positive samples: {(8, 8), (17, 17), (13, 13), (2, 2), (11, 11), (4, 4), (5, 5), (14, 14), (7, 7), (9, 9), (1, 1), (10, 10), (3, 3), (12, 12), (6, 6), (15, 15)} | Text: what do you think us policy should be toward palestine now that arafat has died ?
2025-04-29 09:56:08.844 | ERROR    | extractor.eval_extractor:eval:55 - [ERROR] False positive samples: {(20, 20), (29, 29), (38, 38), (33, 33), (37, 37), (39, 39), (2, 2), (34, 34), (11, 11), (30, 30), (16, 16), (25, 25), (26, 26), (35, 35), (3, 3), (12, 12), (21, 21), (22, 22), (31, 31), (8, 8), (17, 17), (27, 27), (36, 36), (13, 13), (32, 32), (18, 18), (4, 4), (5, 5), (14, 14), (23, 23), (9, 9), (1, 1), (24, 24), (10, 10), (19, 19), (28, 28), (6, 6), (15, 15)} | Text: it is known that communist leaders die in office-lrb-as judges of the u . s . supreme court-rrb-and ion iliescu won't be different .
2025-04-29 09:56:08.848 | ERROR    | extractor.eval_extractor:eval:55 - [ERROR] False positive samples: {(43, 43), (20, 20), (29, 29), (38, 38), (33, 33), (37, 37), (39, 39), (42, 42), (2, 2), (48, 48), (34, 34), (11, 11), (30, 30), (7, 7), (16, 16), (25, 25), (26, 26), (35, 35), (44, 44), (3, 3), (12, 12), (21, 21), (22, 22), (31, 31), (8, 8), (17, 17), (27, 27), (36, 36), (45, 45), (13, 13), (32, 32), (4, 4), (5, 5), (14, 14), (23, 23), (9, 9), (46, 46), (1, 1), (24, 24), (10, 10), (19, 19), (28, 28), (6, 6), (47, 47), (15, 15)} | Text: i wouldn't be surprised if this arroyo character-lrb-who was killed by police as he tried to flee-rrb-had a serious criminal past but has been allowed to walk free due to our lax judicial process .
2025-04-29 09:56:08.850 | ERROR    | extractor.eval_extractor:eval:55 - [ERROR] False positive samples: {(8, 8), (17, 17), (27, 27), (20, 20), (29, 29), (13, 13), (18, 18), (2, 2), (15, 15), (11, 11), (4, 4), (30, 30), (5, 5), (14, 14), (7, 7), (16, 16), (23, 23), (9, 9), (1, 1), (25, 25), (26, 26), (10, 10), (3, 3), (12, 12), (21, 21), (28, 28), (6, 6), (22, 22)} | Text: israeli authorities have claimed sharif , 27 , from derby , was on the run after failing to blow himself up in the attack on a tel aviv bar .
2025-04-29 09:56:08.852 | ERROR    | extractor.eval_extractor:eval:55 - [ERROR] False positive samples: {(8, 8), (17, 17), (27, 27), (20, 20), (13, 13), (18, 18), (2, 2), (15, 15), (11, 11), (4, 4), (5, 5), (14, 14), (23, 23), (9, 9), (1, 1), (25, 25), (26, 26), (10, 10), (19, 19), (3, 3), (12, 12), (21, 21), (28, 28), (6, 6), (22, 22), (24, 24)} | Text: with back-to-back deaths making a total of at least seven journalists killed covering the conflict in the past two and a half years .
2025-04-29 09:56:08.861 | ERROR    | extractor.eval_extractor:eval:55 - [ERROR] False positive samples: {(43, 43), (52, 52), (20, 20), (29, 29), (38, 38), (33, 33), (37, 37), (39, 39), (2, 2), (48, 48), (34, 34), (11, 11), (30, 30), (7, 7), (16, 16), (25, 25), (26, 26), (35, 35), (3, 3), (12, 12), (21, 21), (22, 22), (31, 31), (40, 40), (49, 49), (8, 8), (27, 27), (36, 36), (45, 45), (13, 13), (32, 32), (18, 18), (50, 50), (51, 51), (4, 4), (5, 5), (14, 14), (23, 23), (9, 9), (1, 1), (10, 10), (19, 19), (28, 28), (6, 6), (47, 47), (24, 24)} | Text: a brave civilian with a concealed weapons permit tried to stop him but was gunned down by david hernandez arroyo sr , the scumbag who happened to be wearing body armor at the time and who also took out his ex-wife over a child support dispute .
2025-04-29 09:56:08.863 | ERROR    | extractor.eval_extractor:eval:55 - [ERROR] False positive samples: {(8, 8), (20, 20), (13, 13), (18, 18), (2, 2), (15, 15), (11, 11), (4, 4), (5, 5), (14, 14), (7, 7), (16, 16), (23, 23), (9, 9), (1, 1), (10, 10), (19, 19), (3, 3), (12, 12), (21, 21), (6, 6), (22, 22), (24, 24)} | Text: in 1991 , however , the u . s . congress banned this after indonesian troops killed hundreds of civilians in east timor .
2025-04-29 09:56:08.867 | ERROR    | extractor.eval_extractor:eval:55 - [ERROR] False positive samples: {(43, 43), (20, 20), (29, 29), (38, 38), (33, 33), (37, 37), (39, 39), (42, 42), (2, 2), (34, 34), (11, 11), (30, 30), (7, 7), (16, 16), (25, 25), (35, 35), (44, 44), (3, 3), (12, 12), (21, 21), (22, 22), (31, 31), (40, 40), (49, 49), (8, 8), (17, 17), (27, 27), (36, 36), (45, 45), (13, 13), (32, 32), (18, 18), (41, 41), (50, 50), (51, 51), (4, 4), (5, 5), (14, 14), (23, 23), (9, 9), (46, 46), (1, 1), (10, 10), (19, 19), (28, 28), (6, 6), (47, 47), (15, 15)} | Text: ambassador mohammed al-douri , the first iraqi official to concede defeat in the u . s .-led war , met privately with secretary-general kofi annan , but refused to talk about rumors that he was planning to leave new york .
2025-04-29 09:56:08.882 | ERROR    | extractor.eval_extractor:eval:55 - [ERROR] False positive samples: {(4, 4), (8, 8), (5, 5), (7, 7), (9, 9), (1, 1), (10, 10), (3, 3), (2, 2)} | Text: has somebody from your magazine spent time with him ?
2025-04-29 09:56:08.885 | ERROR    | extractor.eval_extractor:eval:55 - [ERROR] False positive samples: {(20, 20), (29, 29), (38, 38), (33, 33), (37, 37), (2, 2), (34, 34), (11, 11), (30, 30), (7, 7), (16, 16), (25, 25), (26, 26), (35, 35), (3, 3), (12, 12), (21, 21), (22, 22), (31, 31), (8, 8), (17, 17), (27, 27), (36, 36), (13, 13), (32, 32), (18, 18), (4, 4), (5, 5), (14, 14), (23, 23), (9, 9), (24, 24), (10, 10), (19, 19), (28, 28), (6, 6), (15, 15)} | Text: talks between north korea , the united states and china ended thursday with u . s . state department officials saying it was uncertain whether discussions on pyongyang's nuclear program would continue .
2025-04-29 09:56:08.891 | ERROR    | extractor.eval_extractor:eval:55 - [ERROR] False positive samples: {(8, 8), (17, 17), (20, 20), (13, 13), (18, 18), (2, 2), (11, 11), (4, 4), (5, 5), (14, 14), (7, 7), (16, 16), (1, 1), (10, 10), (19, 19), (3, 3), (12, 12), (6, 6), (15, 15)} | Text: the se kre held a closed door meeting on the settlement over conflict of interest in stock research .
2025-04-29 09:56:08.894 | ERROR    | extractor.eval_extractor:eval:55 - [ERROR] False positive samples: {(8, 8), (17, 17), (27, 27), (20, 20), (13, 13), (18, 18), (2, 2), (15, 15), (11, 11), (5, 5), (14, 14), (7, 7), (16, 16), (23, 23), (9, 9), (1, 1), (25, 25), (26, 26), (10, 10), (19, 19), (3, 3), (12, 12), (21, 21), (28, 28), (6, 6), (22, 22), (24, 24)} | Text: and all the meetings he's missing , and just , you know , i think it's more of a status quo for him .
2025-04-29 09:56:08.895 | ERROR    | extractor.eval_extractor:eval:55 - [ERROR] False positive samples: {(8, 8), (17, 17), (20, 20), (13, 13), (18, 18), (2, 2), (11, 11), (4, 4), (5, 5), (14, 14), (7, 7), (16, 16), (23, 23), (9, 9), (1, 1), (19, 19), (3, 3), (12, 12), (21, 21), (6, 6), (22, 22), (15, 15)} | Text: for months , north korea has insisted on direct talks with the united states to negotiate a nonaggression treaty .
2025-04-29 09:56:08.898 | ERROR    | extractor.eval_extractor:eval:55 - [ERROR] False positive samples: {(20, 20), (29, 29), (38, 38), (33, 33), (37, 37), (39, 39), (42, 42), (2, 2), (34, 34), (11, 11), (30, 30), (7, 7), (16, 16), (25, 25), (26, 26), (35, 35), (3, 3), (12, 12), (21, 21), (22, 22), (31, 31), (40, 40), (8, 8), (17, 17), (27, 27), (36, 36), (13, 13), (32, 32), (41, 41), (4, 4), (5, 5), (14, 14), (23, 23), (9, 9), (1, 1), (24, 24), (10, 10), (19, 19), (28, 28), (6, 6), (15, 15)} | Text: word comes from the grand ayatollah sistani that he's willing to meet the american commander , but he asks first for soldiers to secure his compound , located halfway down the road to the mosque .
2025-04-29 09:56:08.906 | ERROR    | extractor.eval_extractor:eval:55 - [ERROR] False positive samples: {(56, 56), (43, 43), (52, 52), (20, 20), (29, 29), (38, 38), (33, 33), (37, 37), (39, 39), (42, 42), (2, 2), (48, 48), (57, 57), (34, 34), (11, 11), (53, 53), (7, 7), (16, 16), (25, 25), (58, 58), (26, 26), (35, 35), (44, 44), (3, 3), (12, 12), (21, 21), (22, 22), (31, 31), (40, 40), (49, 49), (8, 8), (17, 17), (27, 27), (36, 36), (45, 45), (54, 54), (13, 13), (32, 32), (18, 18), (55, 55), (41, 41), (59, 59), (51, 51), (60, 60), (4, 4), (5, 5), (14, 14), (23, 23), (9, 9), (46, 46), (1, 1), (24, 24), (10, 10), (19, 19), (28, 28), (6, 6), (47, 47), (15, 15)} | Text: managing director toyoda , 46 , grandson of kiichiro toyoda and the eldest son of toyota honorary chairman shoichiro toyoda , will become one of 14 senior managing directors under a streamlined management system set to be introduced after a shareholders'meeting in june , the company said in a statement .
